"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
-0.4,0.703744073754026,0.116519465317114,1.46022840790394,1.03498942112103,147,189,58,1.68027210884354,7
-0.3,0.557867401112707,0.112369659423739,1.3247111327053,1.0450617091112,149,149,54,1.36241610738255,7
-0.2,0.443099353833617,0.110613226256291,1.23559679642985,1.03540302226478,157,112,52,1.04458598726115,7
-0.1,0.342033803640707,0.115027820684744,1.13439940092033,1.0273683782961,160,87,42,0.80625,7
0,0.260006699318352,0.121072884219681,1.07148219992268,1.03283896641693,169,59,36,0.562130177514793,7
0.1,0.198281881454962,0.120992035108264,1.03795559278767,1.036255927963,177,33,25,0.327683615819209,7
0.2,0.139172969017141,0.118822873167727,1.00401565559645,1.03169859067872,186,14,15,0.155913978494624,7
0.3,0.116604418156327,0.122328127406935,1.00975786795628,1.04341957227249,200,2,6,0.04,7
0.4,0.105424338593603,0.11492992652022,1.0296945301049,1.03815247658557,192,4,15,0.0989583333333333,7
0.5,0.117077736011745,0.114717785744113,1.08223794642888,1.0294379875846,178,18,23,0.230337078651685,7
0.6,0.148403716239091,0.116347308603168,1.13767863125277,1.03945472978064,169,30,34,0.378698224852071,7
0.7,0.192210020088964,0.117232666639483,1.23904561190855,1.03176022186952,158,46,47,0.588607594936709,7
0.8,0.267772791968275,0.109690722124639,1.33142911808662,1.02760036713883,150,62,58,0.8,7
0.9,0.355419615481738,0.112991474849059,1.45510057471958,1.02467067952329,139,87,65,1.09352517985612,7
1,0.442167935525077,0.119024325329065,1.6033377062962,1.02768635581738,137,108,67,1.27737226277372,7
-1,1.79146287961169,0.111987108556235,2.52974458606536,1.04423445823766,110,665,94,6.9,8
-0.9,1.5418152230961,0.114866282463765,2.308196718032,1.02842225762161,121,567,84,5.3801652892562,8
-0.8,1.37074494715352,0.113791972073146,2.09730450615127,1.03040540193716,125,465,79,4.352,8
-0.7,1.17917416565117,0.110897506249921,1.92235981988686,1.03328657732257,130,367,78,3.42307692307692,8
-0.6,1.00862615122498,0.117789265122927,1.74537678059323,1.03709896468901,131,298,72,2.82442748091603,8
-0.5,0.83960044526877,0.118286748314431,1.58419949408736,1.03939903580459,142,235,63,2.09859154929577,8
-0.4,0.690888716411135,0.118021425115816,1.45324736398126,1.03461472833705,151,190,54,1.6158940397351,8
-0.3,0.543898217731747,0.112312267879733,1.33762735147598,1.03503959650641,154,149,54,1.31818181818182,8
-0.2,0.447322854367049,0.113623777811726,1.22287930813369,1.03008703679026,156,118,49,1.07051282051282,8
-0.1,0.33971329480202,0.118301197361575,1.14251111213143,1.03496869475493,161,90,39,0.801242236024845,8
0,0.252699903381393,0.11724571991492,1.07746226538555,1.04120649832853,168,58,34,0.547619047619048,8
0.1,0.188953601192911,0.118981150542495,1.02312555031345,1.03514128946009,177,33,26,0.333333333333333,8
0.2,0.141053853681599,0.114113719163875,1.00961189682422,1.03375630187095,190,10,16,0.136842105263158,8
0.3,0.114011849803235,0.116458266474165,1.01196962326072,1.04205338882122,193,3,12,0.077720207253886,8
0.4,0.106610309499697,0.116076922462019,1.0306893030797,1.03274534285495,192,7,12,0.0989583333333333,8
0.5,0.115307256890715,0.117660331679936,1.08692363903779,1.03632345115037,180,14,21,0.194444444444444,8
0.6,0.146550225898117,0.115821091534879,1.13692637758135,1.03961428761475,171,25,38,0.368421052631579,8
0.7,0.19865222692238,0.113552716533443,1.23096130847564,1.03687123098151,155,50,47,0.625806451612903,8
0.8,0.268164981597036,0.122179212371308,1.327811121002,1.03233387115521,153,63,58,0.790849673202614,8
0.9,0.353749971978347,0.114600233660314,1.46175957855379,1.03508004088092,140,84,61,1.03571428571429,8
1,0.452374073390231,0.112796267663394,1.58658289264816,1.03366851750415,135,109,69,1.31851851851852,8
-1,1.76922190167297,0.115730318135945,2.52730367828625,1.03251989019213,110,659,92,6.82727272727273,9
-0.9,1.56036484867864,0.115605943699883,2.31137127253272,1.03302461228216,119,575,83,5.52941176470588,9
-0.8,1.33738248211879,0.119675091087626,2.10441491362161,1.04071684066821,124,458,79,4.33064516129032,9
-0.7,1.17648796277046,0.116736676509957,1.9133801465823,1.03311429742871,130,368,74,3.4,9
-0.6,1.00361041219245,0.117606333129136,1.73644672809944,1.0370332383553,133,282,72,2.66165413533835,9
-0.5,0.834092091381892,0.119773173073183,1.58871178093854,1.04575889575121,145,236,63,2.06206896551724,9
-0.4,0.677026198640967,0.119392870202338,1.4420083420232,1.02812156592116,150,194,54,1.65333333333333,9
-0.3,0.557347535506227,0.121150396648596,1.32869701669125,1.03147198045285,147,153,50,1.38095238095238,9
-0.2,0.439537877807616,0.121880039118958,1.22361649937589,1.03296925261928,155,118,52,1.09677419354839,9
-0.1,0.341311494840085,0.11848500492823,1.13064456244745,1.03027109448354,164,81,40,0.73780487804878,9
0,0.24649373081962,0.119022744752742,1.07748845206936,1.03094661445159,170,63,36,0.582352941176471,9
0.1,0.193082147226122,0.113671599262527,1.02943725560546,1.022525140267,175,37,28,0.371428571428571,9
0.2,0.136391867633217,0.119922566276484,1.00734369754863,1.03499759860986,188,16,16,0.170212765957447,9
0.3,0.117056056370587,0.111001155897904,1.01616047370013,1.02891509570134,194,7,8,0.077319587628866,9
0.4,0.109023396726018,0.124353384741935,1.02739266343774,1.03311093262077,190,9,14,0.121052631578947,9
0.5,0.119915467945354,0.121251410727078,1.08016378465558,1.04242723181267,179,19,24,0.240223463687151,9
0.6,0.146023380425255,0.118152138636265,1.14400083190288,1.03775009800145,173,27,36,0.364161849710983,9
0.7,0.200067542274555,0.114544507768161,1.23199649263016,1.03122113195096,157,49,47,0.611464968152866,9
0.8,0.269484550461999,0.112509338776945,1.32352836605321,1.0400572968726,146,67,54,0.828767123287671,9
0.9,0.362997934946162,0.12140744477586,1.44873256524218,1.04621784225001,138,86,65,1.09420289855072,9
1,0.449762755490907,0.119816584646978,1.58439431501726,1.03166883462362,135,116,68,1.36296296296296,9
-1,1.75769311000899,0.118583610997565,2.52637659610596,1.0286255318228,112,658,92,6.69642857142857,10
-0.9,1.54339406394215,0.118940564661452,2.29945801982714,1.03715212030033,118,577,88,5.63559322033898,10
-0.8,1.36319844495632,0.11151058405193,2.10496557864895,1.03255051887989,124,471,82,4.45967741935484,10
-0.7,1.17077200505106,0.115273364109894,1.91490085336576,1.02752993310008,129,372,77,3.48062015503876,10
-0.6,1.00900867405073,0.113595056285314,1.7377613861614,1.03774987081581,131,286,68,2.70229007633588,10
-0.5,0.860283383121323,0.112593361423389,1.59539406603523,1.02732912333822,144,239,62,2.09027777777778,10
-0.4,0.676609317894482,0.119891306847601,1.44051400225618,1.03603849888884,145,190,57,1.70344827586207,10
-0.3,0.549409142011054,0.115481802180635,1.32136679279432,1.04489401569484,148,151,52,1.37162162162162,10
-0.2,0.435209189208673,0.115977200414821,1.2182048449371,1.02456414349374,154,117,53,1.1038961038961,10
-0.1,0.331475750031403,0.113077107660933,1.12964108267415,1.03573001518733,162,85,38,0.759259259259259,10
0,0.254901057846153,0.110749887227681,1.08014794420037,1.03516083617399,170,59,33,0.541176470588235,10
0.1,0.195704191669338,0.108908708890198,1.03528162076077,1.03110430465001,177,38,27,0.367231638418079,10
