"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
-0.4,0.695378999031814,0.111871408102378,1.44360322421582,1.03688255896427,152,194,56,0.439306358381503,5
-0.3,0.556152237111049,0.117096298163921,1.31774750204324,1.03055999415153,150,152,54,0.496688741721854,5
-0.2,0.43878172293171,0.120532009744534,1.22584543132597,1.03579082401936,154,119,54,0.564102564102564,5
-0.1,0.337153767182796,0.113111794546164,1.14069557051236,1.03785911083264,158,86,43,0.647540983606557,5
0,0.25742546553373,0.120913952082391,1.06704218961243,1.04069671261683,169,62,35,0.731601731601732,5
0.1,0.186413692370268,0.11434800921683,1.03730127394966,1.03302870866136,179,35,32,0.836448598130841,5
0.2,0.144303225120709,0.115603137116392,1.01518467133174,1.03067461218032,188,16,18,0.92156862745098,5
0.3,0.11080770583594,0.120436839675034,1.01219235428282,1.04180061006258,191,6,8,0.969543147208122,5
0.4,0.102517600778088,0.113248072717835,1.03103950016572,1.03514759435303,185,12,17,0.939086294416244,5
0.5,0.121653936909625,0.110508292302042,1.08002939853766,1.0322674835647,175,16,24,0.916230366492147,5
0.6,0.149720231351669,0.111928891902184,1.13841696724502,1.0329043761694,168,31,37,0.844221105527638,5
0.7,0.193110024521026,0.109894676509785,1.22216190441211,1.03650043907058,154,50,50,0.754901960784314,5
0.8,0.260659937030077,0.112595990868133,1.32763566435057,1.03025656362504,151,64,54,0.702325581395349,5
0.9,0.354434184908371,0.111462492708991,1.45174911861341,1.03950503148767,139,86,67,0.617777777777778,5
1,0.447781335953389,0.116844200230177,1.58452806431806,1.03408935959713,135,104,71,0.564853556485356,5
-1,1.77200111874317,0.118629344833185,2.53315777047909,1.03510256378464,115,650,92,0.150326797385621,6
-0.9,1.55561241583856,0.105087877498048,2.30019477636972,1.02457357412402,120,562,84,0.175953079178886,6
-0.8,1.34048630628939,0.113945318980359,2.10843397665443,1.02722913588536,122,468,79,0.206779661016949,6
-0.7,1.15996898377032,0.112620952469443,1.91273592238262,1.03736810971685,128,375,76,0.254473161033797,6
-0.6,1.02862815232855,0.116030029087081,1.74633567347036,1.03262407494057,131,289,74,0.311904761904762,6
-0.5,0.841362306580753,0.112562989744519,1.58685306053411,1.03699762088514,141,238,58,0.372031662269129,6
-0.4,0.677509737636547,0.120227211747939,1.45314733544553,1.03542596848487,151,200,55,0.43019943019943,6
-0.3,0.555824718340574,0.116119560271054,1.32681973715519,1.02540296160607,148,151,55,0.494983277591973,6
-0.2,0.450483833792454,0.113459922775757,1.22863422960612,1.03802021316388,154,119,53,0.564102564102564,6
