"taxon","estimate_gamma","std_error_gamma","pval_gamma","pval_adj_gamma","estimate_no_gamma","pval_adj_no_gamma","comparison"
"214",0.852251898733743,0.435964358317566,0.380643314614043,0.380643314614043,0.906840357217156,0.239318606487735,"pup vs you"
"215",0.957259690574984,0.410739113166993,0.28545128001563,0.28545128001563,1.01095209295844,0.173061087472932,"pup vs you"
"216",1.34262772567771,0.452373282289829,0.136887750727461,0.136887750727461,1.36220272298601,0.0328339384054228,"pup vs you"
"217",-0.134827720058065,0.429240563288651,0.874387359608063,0.874387359608063,-0.104965266221519,0.975239770264471,"pup vs you"
"218",0.1461105488951,0.380159728972062,0.763179386038029,0.763179386038029,0.184926412319637,0.796939238500995,"pup vs you"
"219",-0.168681963496299,0.405155929352481,0.815161889310818,0.815161889310818,-0.105155912155986,0.930941480749794,"pup vs you"
"220",-0.993703289468372,0.410597529384026,0.283938224971728,0.283938224971728,-1.03282727853343,0.15486325109315,"pup vs you"
"221",0.29935665938132,0.415501848393632,0.728283848411428,0.728283848411428,0.439141342756152,0.657878090512088,"pup vs you"
"222",-4.3583974294505,0.347555948347188,0,0,-4.3157862475748,0,"pup vs you"
"223",-2.45291840419059,0.41701470711766,0.000252293843863412,0.000252293843863412,-2.33701988612236,7.80265010424924e-05,"pup vs you"
